dpci,void_flag,itm_ent_mthd,count,ovrd_prc_var,reg_rtl,sell_rtl,cf_prc_ovrd_amt,cf_price_dif,Item Price,Override Variance,pvr_adj_amt
009-51-6114, ,S,1,0,6,6,0,0,6,0,0
009-51-6146, ,S,1,0,5,5,0,0,5,0,0
009-51-6334,,SCANNED,1,0,5,5,0,0,5,0,0
009-51-6408, ,S,1,0,5,5,0,0,5,0,0
009-51-6410, ,S,1,0,6,6,0,0,6,0,0
009-51-6434, ,S,1,0,6,6,0,0,6,0,0
009-51-6462, ,S,1,0,1.5,1.5,0,0,1.5,0,0
009-51-6487, ,S,1,0,5,5,0,0,5,0,0
009-51-6502, ,S,2,0,10,10,0,0,5,0,0
009-51-6553, ,S,1,0,6,6,0,0,6,0,0
009-51-6553, ,S,1,0,6,6,0,0,6,0,0
009-51-6553, ,S,1,0,6,6,0,0,6,0,0
009-51-6586, ,S,1,0,6,6,0,0,6,0,0
009-51-6587,,SCANNED,1,0,5,5,0,0,5,0,0
009-51-6598, ,S,1,0,7,7,0,0,7,0,0
009-51-6703, ,S,1,0,5,5,0,0,5,0,0
009-51-6715, ,S,1,0,5,5,0,0,5,0,0
009-51-6742, ,S,1,0,5,5,0,0,5,0,0
009-51-6795, ,S,1,0,5,5,0,0,5,0,0
009-51-6822, ,S,1,0,5,5,0,0,5,0,0
009-51-6896, ,S,1,0,6,6,0,0,6,0,0
009-51-6900, ,S,1,0,5,5,0,0,5,0,0
009-51-6987, ,S,1,0,5,5,0,0,5,0,0
009-51-6988, ,S,1,0,5,5,0,0,5,0,0
009-51-6988, ,S,1,0,5,5,0,0,5,0,0
009-51-7012, ,S,1,0,5,5,0,0,5,0,0
009-51-7069, ,S,1,0,5,5,0,0,5,0,0
009-51-7130, ,S,1,0,2.5,2.5,0,0,2.5,0,0
009-51-7130, ,S,1,0,5,5,0,0,5,0,0
009-51-7130, ,S,1,0,5,5,0,0,5,0,0
009-51-7158, ,S,1,0,6,6,0,0,6,0,0
009-51-7261, ,S,1,0,6,6,0,0,6,0,0
009-51-7270, ,S,1,0,6,6,0,0,6,0,0
009-51-7359, ,S,1,0,1.5,1.5,0,0,1.5,0,0
009-51-7387, ,S,1,0,5,5,0,0,5,0,0
009-51-7428, ,S,1,0,5,5,0,0,5,0,0
009-51-7477, ,S,1,0,5,5,0,0,5,0,0
009-51-7480, ,S,1,0,4.2,4.2,0,0,4.2,0,0
009-51-7483, ,S,1,0,5,5,0,0,5,0,0
009-51-7485, ,S,1,0,5,5,0,0,5,0,0
009-51-7486, ,S,1,0,5,5,0,0,5,0,0
009-51-7559, ,S,1,0,4.2,4.2,0,0,4.2,0,0
009-51-7576, ,S,1,0,5,5,0,0,5,0,0
009-51-7579, ,S,1,0,5,5,0,0,5,0,0
009-51-7583, ,S,2,0,5,5,0,0,2.5,0,0
009-64-0069, ,S,1,0,8,8,0,0,8,0,0
009-64-0136, ,S,1,0,17,17,0,0,17,0,0
009-64-0243, ,S,1,0,10.49,10.49,0,0,10.49,0,0
009-64-0395, ,S,1,0,15.99,15.99,0,0,15.99,0,0
009-64-0616, ,S,1,0,17,17,0,0,17,0,0
009-64-0723, ,S,1,0,10.49,10.49,0,0,10.49,0,0
009-64-0734, ,S,1,0,17.99,17.99,0,0,17.99,0,0
009-64-0786, ,S,1,0,17,17,0,0,17,0,0
009-64-1209, ,S,1,0,12,12,0,0,12,0,0
009-64-1427, ,S,1,0,7,7,0,0,7,0,0
009-64-1479, ,S,1,0,12,12,0,0,12,0,0
009-64-1919, ,S,1,0,8,8,0,0,8,0,0
009-64-1984, ,S,1,0,4.89,4.89,0,0,4.89,0,0
009-64-2070, ,S,1,0,16,16,0,0,16,0,0
009-64-2529, ,S,1,0,16,16,0,0,16,0,0
009-64-2564, ,S,1,0,22,20,2,2,22,0.090909091,0
009-64-3093, ,S,1,0,12,12,0,0,12,0,0
009-64-3112, ,S,1,0,16,16,0,0,16,0,0
009-64-3310, ,S,1,0,16.89,16.89,0,0,16.89,0,0
009-64-3310, ,S,2,0,31.98,31.98,0,0,15.99,0,0
009-64-3310, ,S,1,0,15.99,15.99,0,0,15.99,0,0
009-64-3492, ,S,1,0,12,12,0,0,12,0,0
009-64-3710, ,S,1,0,8,8,0,0,8,0,0
009-64-4367, ,S,1,0,17,17,0,0,17,0,0
009-64-4531, ,S,1,0,12,12,0,0,12,0,0
009-64-4531, ,S,1,0,12,12,0,0,12,0,0
009-64-4619, ,S,1,0,8,8,0,0,8,0,0
009-64-4701, ,S,1,0,16,16,0,0,16,0,0
009-64-4815, ,S,1,0,16,16,0,0,16,0,0
009-64-4955, ,S,1,0,7,7,0,0,7,0,0
009-64-5038, ,S,1,0,16,16,0,0,16,0,0
009-64-5085, ,S,1,0,15.99,15.99,0,0,15.99,0,0
009-64-5090, ,S,1,0,8,8,0,0,8,0,0
009-64-5355, ,S,1,0,9.49,9.49,0,0,9.49,0,0
009-64-5355, ,S,1,0,9.49,9.49,0,0,9.49,0,0
009-64-5549, ,S,1,0,12,12,0,0,12,0,0
009-64-5614, ,S,2,0,35.98,35.98,0,0,17.99,0,0
009-64-5837, ,S,1,0,9.99,9.99,0,0,9.99,0,0
009-64-5887, ,S,1,0,9.79,9.79,0,0,9.79,0,0
009-64-5901, ,S,1,0,9.49,9.49,0,0,9.49,0,0
009-64-5928, ,S,1,0,15.99,15.99,0,0,15.99,0,0
009-64-5943, ,S,1,0,18,18,0,0,18,0,0
009-64-5973, ,S,1,0,16,16,0,0,16,0,0
009-64-6227, ,S,1,0,22,22,0,0,22,0,0
009-64-6720, ,S,1,0,10.49,10.49,0,0,10.49,0,0
009-64-6720, ,S,1,0,10.49,10.49,0,0,10.49,0,0
009-64-6735, ,S,1,0,3.29,3.29,0,0,3.29,0,0
009-64-6813,,,1,0,18,18,0,0,-18,0,0
009-64-6813,,SCANNED,1,0,18,18,0,0,18,0,0
009-64-7036, ,S,1,0,8,8,0,0,8,0,0
009-64-7107, ,S,1,0,7,7,0,0,7,0,0
009-64-7107, ,S,2,0,14,14,0,0,7,0,0
009-64-7124, ,S,1,0,17,17,0,0,17,0,0
009-64-7183, ,S,1,0,8,8,0,0,8,0,0
009-64-7250, ,S,1,0,3.29,3.29,0,0,3.29,0,0
010-01-0103, ,S,1,0,12.99,12.99,0,0,12.99,0,0
010-01-0197, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-01-0218, ,S,1,0,9.99,9.99,0,0,9.99,0,0
010-01-0740, ,S,1,0,8.59,8.59,0,0,8.59,0,0
010-01-0948, ,S,1,0,8.59,8.59,0,0,8.59,0,0
010-01-1037,,SCANNED,1,0,12.99,12.99,0,0,12.99,0,0
010-01-1175, ,S,1,0,10.99,10.99,0,0,10.99,0,0
010-01-1180, ,S,1,0,12.99,12.99,0,0,12.99,0,0
010-01-1360, ,S,1,0,8.99,8.99,0,0,8.99,0,0
010-01-1478, ,S,1,0,9.99,9.99,0,0,9.99,0,0
010-01-1478, ,S,1,0,9.49,9.49,0,0,9.49,0,0
010-01-1829, ,S,1,0,9.99,9.99,0,0,9.99,0,0
010-01-1848, ,S,1,0,10.99,10.99,0,0,10.99,0,0
010-01-2259, ,S,1,0,12.99,12.99,0,0,12.99,0,0
010-01-2637, ,S,1,0,8.59,8.59,0,0,8.59,0,0
010-01-2637, ,S,1,0,8.59,8.59,0,0,8.59,0,0
010-01-2637, ,S,1,0,8.59,8.59,0,0,8.59,0,0
010-01-2637, ,S,1,0,8.59,8.59,0,0,8.59,0,0
010-01-2637, ,S,1,0,8.59,8.59,0,0,8.59,0,0
010-01-2716, ,S,1,0,13.99,13.99,0,0,13.99,0,0
010-01-2774, ,S,1,0,6.99,6.99,0,0,6.99,0,0
010-01-2831, ,S,1,0,6.79,6.79,0,0,6.79,0,0
010-01-2855, ,S,1,0,2.03,2.03,0,0,2.03,0,0
010-01-2909, ,S,1,0,10.99,10.99,0,0,10.99,0,0
010-01-2909, ,S,1,0,10.99,10.99,0,0,10.99,0,0
010-01-2909, ,S,1,0,10.99,10.99,0,0,10.99,0,0
010-01-2971, ,S,1,0,8.99,8.99,0,0,8.99,0,0
010-01-3648, ,S,1,0,9.89,9.89,0,0,9.89,0,0
010-01-3853, ,S,1,0,9.99,9.99,0,0,9.99,0,0
010-01-3853, ,S,1,0,9.99,9.99,0,0,9.99,0,0
010-01-3853, ,S,1,0,9.99,9.99,0,0,9.99,0,0
010-01-3860, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-01-3880, ,S,1,0,9.39,9.39,0,0,9.39,0,0
010-01-4099, ,S,1,0,11.99,11.99,0,0,11.99,0,0
010-01-4216, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-01-4216, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-01-4225, ,S,1,0,5.09,5.09,0,0,5.09,0,0
010-01-4295, ,S,1,0,6.99,6.99,0,0,6.99,0,0
010-01-4333, ,S,1,0,10.99,10.99,0,0,10.99,0,0
010-01-4434, ,S,1,0,8.49,8.49,0,0,8.49,0,0
010-01-4447, ,S,1,0,3.89,3.89,0,0,3.89,0,0
010-01-4495, ,S,1,0,5.99,5.99,0,0,5.99,0,0
010-01-4773, ,S,1,0,8.99,8.99,0,0,8.99,0,0
010-01-5556, ,S,1,0,8.99,8.99,0,0,8.99,0,0
010-01-5852,,SCANNED,1,0,8.99,8.99,0,0,8.99,0,0
010-01-5852, ,S,1,0,8.99,8.99,0,0,8.99,0,0
010-01-5852, ,S,1,0,8.99,8.99,0,0,8.99,0,0
010-01-5901, ,S,1,0,12.99,12.99,0,0,12.99,0,0
010-01-6350, ,S,1,0,8.99,8.99,0,0,8.99,0,0
010-01-6385, ,S,1,0,9.99,9.99,0,0,9.99,0,0
010-01-6440, ,S,1,0,11.99,11.99,0,0,11.99,0,0
010-01-6544, ,S,1,0,10.99,10.99,0,0,10.99,0,0
010-01-6736, ,S,1,0,10.99,10.99,0,0,10.99,0,0
010-01-6870, ,S,1,0,13.99,13.99,0,0,13.99,0,0
010-01-6870, ,S,1,0,13.99,13.99,0,0,13.99,0,0
010-01-6877, ,S,1,0,11.99,11.99,0,0,11.99,0,0
010-01-6978, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-01-7029, ,S,1,0,5.39,5.39,0,0,5.39,0,0
010-01-7151, ,S,1,0,11.99,11.99,0,0,11.99,0,0
010-01-7151, ,S,1,0,11.99,11.99,0,0,11.99,0,0
010-01-7161, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-01-7194, ,S,1,0,10.99,10.99,0,0,10.99,0,0
010-01-7252, ,S,1,0,5.39,5.39,0,0,5.39,0,0
010-01-7509, ,S,1,0,11.99,11.99,0,0,11.99,0,0
010-03-0302, ,S,1,0,15,15,0,0,15,0,0
010-03-0387, ,S,1,0,9.99,9.99,0,0,9.99,0,0
010-03-0692, ,S,1,0,9,9,0,0,9,0,0
010-03-0935,,SCANNED,1,0,13,13,0,0,13,0,0
010-03-1104, ,S,1,0,5,5,0,0,5,0,0
010-03-1844, ,S,1,0,7,7,0,0,7,0,0
010-03-2038, ,S,1,0,7,7,0,0,7,0,0
010-03-2797, ,S,1,0,8.99,8.99,0,0,8.99,0,0
010-03-3853, ,S,1,0,10,10,0,0,10,0,0
010-03-3853, ,S,1,0,10,10,0,0,10,0,0
010-03-4121, ,S,1,0,4.2,4.2,0,0,4.2,0,0
010-03-4151, ,S,1,0,5,5,0,0,5,0,0
010-03-5765, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-03-5912, ,S,1,0,9,9,0,0,9,0,0
010-03-6114, ,S,1,0,14.99,14.99,0,0,14.99,0,0
010-05-0072, ,S,1,0,3,3,0,0,3,0,0
010-05-0072, ,S,1,0,3,3,0,0,3,0,0
010-05-0765, ,S,1,0,5,5,0,0,5,0,0
010-05-2425, ,S,1,0,10,10,0,0,10,0,0
010-05-3456, ,S,1,0,15,15,0,0,15,0,0
010-05-4741, ,S,1,0,10,10,0,0,10,0,0
010-05-6856, ,S,1,0,5,5,0,0,5,0,0
010-05-7145, ,S,1,0,20,20,0,0,20,0,0
010-07-0074, ,S,1,0,5.99,5.99,0,0,5.99,0,0
010-07-0085, ,S,1,0,12.99,12.99,0,0,12.99,0,0
010-07-1009, ,S,1,0,21.99,21.99,0,0,21.99,0,0
010-07-1085, ,S,1,0,9.99,9.99,0,0,9.99,0,0
010-07-1903, ,S,1,0,21.99,21.99,0,0,21.99,0,0
010-07-1969, ,S,1,0,2.99,2.99,0,0,2.99,0,0
010-07-1969, ,S,1,0,2.99,2.99,0,0,2.99,0,0
010-07-2309, ,S,1,0,11.99,11.99,0,0,11.99,0,0
010-07-3432, ,S,1,0,5.99,5.99,0,0,5.99,0,0
010-07-4315,,SCANNED,1,0,12.99,12.99,0,0,12.99,0,0
010-07-4399, ,S,1,0,8.99,8.99,0,0,8.99,0,0
010-07-5155, ,S,1,0,12.99,12.99,0,0,12.99,0,0
010-07-5343, ,S,1,0,8.99,8.99,0,0,8.99,0,0
010-07-5795, ,S,1,0,4.99,4.99,0,0,4.99,0,0
010-07-7075, ,S,1,0,12.99,12.99,0,0,12.99,0,0
010-07-7075, ,S,1,0,12.99,12.99,0,0,12.99,0,0
010-11-0040, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-11-0134, ,S,1,0,4.99,4.99,0,0,4.99,0,0
010-11-0134, ,S,1,0,4.99,4.99,0,0,4.99,0,0
010-11-0162, ,S,1,0,10.99,10.99,0,0,10.99,0,0
010-11-0162, ,S,1,0,9.99,9.99,0,0,9.99,0,0
010-11-0422, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-11-0644, ,S,1,0,6.99,6.99,0,0,6.99,0,0
010-11-0701,,SCANNED,1,0,2.99,2.99,0,0,2.99,0,0
010-11-0849, ,S,1,0,1.49,1.49,0,0,1.49,0,0
010-11-1213, ,S,1,0,10.99,10.99,0,0,10.99,0,0
010-11-1213, ,S,1,0,9.99,9.99,0,0,9.99,0,0
010-11-1222, ,S,1,0,13.99,13.99,0,0,13.99,0,0
010-11-1337, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-11-1346, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-11-1360, ,S,1,0,5.49,5.49,0,0,5.49,0,0
010-11-1360, ,S,1,0,5.49,5.49,0,0,5.49,0,0
010-11-1360, ,K,1,0,5.49,5.49,0,0,5.49,0,0
010-11-1360, ,K,1,0,5.49,5.49,0,0,5.49,0,0
010-11-1486, ,S,1,0,3.99,3.99,0,0,3.99,0,0
010-11-1486, ,S,1,0,3.99,3.99,0,0,3.99,0,0
010-11-1605, ,S,1,0,9.99,9.99,0,0,9.99,0,0
010-11-1605, ,S,1,0,9.99,9.99,0,0,9.99,0,0
010-11-1927,,SCANNED,1,0,6.49,6.49,0,0,6.49,0,0
010-11-1936, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-11-2022, ,S,1,0,16.99,16.99,0,0,16.99,0,0
010-11-2305,,SCANNED,1,0,4.99,4.99,0,0,4.99,0,0
010-11-2484,,SCANNED,1,0,9.99,9.99,0,0,9.99,0,0
010-11-2484, ,S,1,0,8.99,8.99,0,0,8.99,0,0
010-11-2494, ,S,1,0,4.49,4.49,0,0,4.49,0,0
010-11-2664, ,S,1,0,9.99,9.99,0,0,9.99,0,0
010-11-3085, ,S,1,0,10.99,10.99,0,0,10.99,0,0
010-11-3149, ,S,1,0,5.49,5.49,0,0,5.49,0,0
010-11-3285, ,S,2,0,23.98,23.98,0,0,11.99,0,0
010-11-3347,,SCANNED,1,0,7.99,7.99,0,0,7.99,0,0
010-11-3380, ,S,1,0,4.99,4.99,0,0,4.99,0,0
010-11-3632,,SCANNED,3,0,12.57,12.57,0,0,4.19,0,0
010-11-3692,,SCANNED,1,0,3.99,3.99,0,0,3.99,0,0
010-11-3745, ,S,1,0,11.99,11.99,0,0,11.99,0,0
010-11-3764,,SCANNED,1,0,8.99,8.99,0,0,8.99,0,0
010-11-3829, ,S,1,0,7.49,7.49,0,0,7.49,0,0
010-11-3836, ,S,1,0,9.99,9.99,0,0,9.99,0,0
010-11-4167,,SCANNED,1,0,2.99,2.99,0,0,2.99,0,0
010-11-4167, ,S,1,0,9.99,9.99,0,0,9.99,0,0
010-11-4266, ,S,1,0,5.49,5.49,0,0,5.49,0,0
010-11-4278, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-11-4564, ,S,1,0,9.49,9.49,0,0,9.49,0,0
010-11-4568,,SCANNED,1,0,4.99,4.99,0,0,4.99,0,0
010-11-4738, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-11-4768,,SCANNED,1,0,8.99,8.99,0,0,8.99,0,0
010-11-4812, ,S,1,0,4.99,4.99,0,0,4.99,0,0
010-11-5076, ,S,1,0,8.99,8.99,0,0,8.99,0,0
010-11-5284, ,S,1,0,11.99,11.99,0,0,11.99,0,0
010-11-5458,,SCANNED,1,0,4.19,4.19,0,0,4.19,0,0
010-11-5545, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-11-5545, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-11-5832,,SCANNED,1,0,3.99,3.99,0,0,3.99,0,0
010-11-5832,,SCANNED,1,0,3.99,3.99,0,0,3.99,0,0
010-11-5915, ,S,1,0,9.49,9.49,0,0,9.49,0,0
010-11-5915, ,S,1,0,9.49,9.49,0,0,9.49,0,0
010-11-5955, ,S,1,0,16.99,16.99,0,0,16.99,0,0
010-11-6017, ,S,1,0,10.99,10.99,0,0,10.99,0,0
010-11-6172,,SCANNED,1,0,4.99,4.99,0,0,4.99,0,0
010-11-6776,,SCANNED,1,0,4.19,4.19,0,0,4.19,0,0
010-11-6869, ,S,1,0,8.99,8.99,0,0,8.99,0,0
010-11-7106, ,S,1,0,8.99,8.99,0,0,8.99,0,0
010-11-7285, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-11-7405, ,S,4,0,10.16,10.16,0,0,2.54,0,0
010-19-0016, ,S,1,0,7.29,7.29,0,0,7.29,0,0
010-19-0016, ,S,1,0,6.99,6.99,0,0,6.99,0,0
010-19-0016, ,S,1,0,6.69,6.69,0,0,6.69,0,0
010-19-0069, ,S,1,0,7.79,7.79,0,0,7.79,0,0
010-19-0159, ,S,1,0,8.69,8.69,0,0,8.69,0,0
010-19-0251, ,S,1,0,9.99,9.99,0,0,9.99,0,0
010-19-0257, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-19-0380,,SCANNED,1,0,6.49,6.49,0,0,6.49,0,0
010-19-0740, ,S,1,0,14.49,14.49,0,0,14.49,0,0
010-19-0849, ,S,1,0,11.29,11.29,0,0,11.29,0,0
010-19-1027, ,S,1,0,5.99,5.99,0,0,5.99,0,0
010-19-1542, ,S,1,0,4.89,4.89,0,0,4.89,0,0
010-19-1542, ,S,1,0,4.89,4.89,0,0,4.89,0,0
010-19-1643, ,S,1,0,8.69,8.69,0,0,8.69,0,0
010-19-2524, ,S,1,0,5.99,5.99,0,0,5.99,0,0
010-19-2775,,SCANNED,1,0,8.69,8.69,0,0,8.69,0,0
010-19-2775, ,S,1,0,8.69,8.69,0,0,8.69,0,0
010-19-2775, ,S,1,0,7.69,7.69,0,0,7.69,0,0
010-19-2775, ,S,1,0,7.69,7.69,0,0,7.69,0,0
010-19-3024, ,S,1,0,8.99,8.99,0,0,8.99,0,0
010-19-3114, ,S,1,0,8.99,8.99,0,0,8.99,0,0
010-19-3408, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-19-3408, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-19-3408, ,S,1,0,7.59,7.59,0,0,7.59,0,0
010-19-4048, ,S,1,0,7.89,7.89,0,0,7.89,0,0
010-19-4093, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-19-4128, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-19-4236, ,S,1,0,7.59,7.59,0,0,7.59,0,0
010-19-4767, ,S,1,0,5.99,5.99,0,0,5.99,0,0
010-19-5352, ,S,1,0,8.89,8.89,0,0,8.89,0,0
010-19-5435, ,S,1,0,5.49,5.49,0,0,5.49,0,0
010-19-5804, ,S,1,0,8.99,8.99,0,0,8.99,0,0
010-19-5945, ,S,1,0,8.99,8.99,0,0,8.99,0,0
010-19-6181, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-19-6222, ,S,1,0,6.99,6.99,0,0,6.99,0,0
010-19-6222, ,S,1,0,6.99,6.99,0,0,6.99,0,0
010-19-6222, ,S,1,0,6.99,6.99,0,0,6.99,0,0
010-19-6296, ,S,1,0,9.99,9.99,0,0,9.99,0,0
010-19-6483, ,S,1,0,9.99,9.99,0,0,9.99,0,0
010-19-6483, ,S,1,0,10.99,10.99,0,0,10.99,0,0
010-19-6502, ,S,1,0,8.49,8.49,0,0,8.49,0,0
010-19-6553, ,S,1,0,6.69,6.69,0,0,6.69,0,0
010-19-6678, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-19-7361, ,S,1,0,4.49,4.49,0,0,4.49,0,0
010-19-7365,,SCANNED,1,0,6.99,6.99,0,0,6.99,0,0
010-19-7376, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-19-7549, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-20-1346, ,S,1,0,8.89,8.89,0,0,8.89,0,0
010-20-1434, ,S,1,0,6.99,6.99,0,0,6.99,0,0
010-20-1613, ,S,1,0,5.49,5.49,0,0,5.49,0,0
010-20-2223, ,S,1,0,16.99,16.99,0,0,16.99,0,0
010-20-3639,,SCANNED,1,0,1.79,1.79,0,0,1.79,0,0
010-20-3639, ,S,1,0,1.79,1.79,0,0,1.79,0,0
010-20-3853, ,S,1,0,7.89,7.89,0,0,7.89,0,0
010-20-4375, ,S,1,0,9.99,9.99,0,0,9.99,0,0
010-20-4799, ,S,1,0,1.99,1.99,0,0,1.99,0,0
010-20-5093, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-20-5346, ,S,1,0,19.99,19.99,0,0,19.99,0,0
010-28-0519, ,S,1,0,12,12,0,0,12,0,0
010-28-0654, ,S,1,0,15,15,0,0,15,0,0
010-28-0759, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-28-0799, ,S,1,0,8,8,0,0,8,0,0
010-28-0952, ,S,1,0,10,10,0,0,10,0,0
010-28-1045, ,S,1,0,11.99,11.99,0,0,11.99,0,0
010-28-1413, ,S,1,0,12,12,0,0,12,0,0
010-28-1601, ,S,1,0,10,10,0,0,10,0,0
010-28-1601, ,S,1,0,10,10,0,0,10,0,0
010-28-1607, ,S,1,0,0.29,0.29,0,0,0.29,0,0
010-28-1614, ,S,1,0,14.99,14.99,0,0,14.99,0,0
010-28-1633, ,S,1,0,15,15,0,0,15,0,0
010-28-1681, ,S,1,0,7,7,0,0,7,0,0
010-28-1803, ,S,1,0,4.99,4.99,0,0,4.99,0,0
010-28-1803, ,S,1,0,4.99,4.99,0,0,4.99,0,0
010-28-2046, ,S,1,0,7,7,0,0,7,0,0
010-28-2248, ,S,1,0,18,18,0,0,18,0,0
010-28-2364, ,S,1,0,11.99,11.99,0,0,11.99,0,0
010-28-2576, ,S,1,0,2.1,2.1,0,0,2.1,0,0
010-28-2854, ,S,1,0,14.99,14.99,0,0,14.99,0,0
010-28-3111, ,S,1,0,5.09,5.09,0,0,5.09,0,0
010-28-3180, ,S,1,0,9.99,9.99,0,0,9.99,0,0
010-28-3244, ,S,1,0,8,8,0,0,8,0,0
010-28-3375, ,S,1,0,0.29,0.29,0,0,0.29,0,0
010-28-3383, ,S,1,0,15,15,0,0,15,0,0
010-28-3431, ,S,1,0,8,6.4,1.6,1.6,8,0.2,0
010-28-3522, ,S,1,0,5.99,5.99,0,0,5.99,0,0
010-28-3701, ,S,1,0,7,7,0,0,7,0,0
010-28-3943, ,S,1,0,17.99,17.99,0,0,17.99,0,0
010-28-4359, ,S,1,0,3,3,0,0,3,0,0
010-28-4399, ,S,1,0,4.2,4.2,0,0,4.2,0,0
010-28-5412, ,S,1,0,7,7,0,0,7,0,0
010-28-5428, ,S,1,0,11.99,11.99,0,0,11.99,0,0
010-28-5634, ,S,1,0,8,8,0,0,8,0,0
010-28-5684, ,S,1,0,7,7,0,0,7,0,0
010-28-5698, ,S,1,0,3,3,0,0,3,0,0
010-28-5843,,SCANNED,1,0,3.5,3.5,0,0,3.5,0,0
010-28-6130, ,S,1,0,8,8,0,0,8,0,0
010-28-6196, ,S,1,0,8,8,0,0,8,0,0
010-28-6376, ,S,1,0,2.1,2.1,0,0,2.1,0,0
010-28-6376, ,S,1,0,7,7,0,0,7,0,0
010-28-6562, ,S,1,0,4.5,4.5,0,0,4.5,0,0
010-28-6901, ,S,1,0,11,11,0,0,11,0,0
010-28-6901, ,S,1,0,11,11,0,0,11,0,0
010-28-6954, ,S,1,0,6.99,6.99,0,0,6.99,0,0
010-28-7319, ,S,1,0,9,9,0,0,9,0,0
010-28-7325, ,S,1,0,8,8,0,0,8,0,0
010-28-7453, ,S,2,0,30,30,0,0,15,0,0
010-28-7530, ,S,1,0,8,8,0,0,8,0,0
010-28-7580, ,S,1,0,15,15,0,0,15,0,0
010-34-0854, ,S,1,0,11.49,11.49,0,0,11.49,0,0
010-34-0854, ,S,1,0,9.69,9.69,0,0,9.69,0,0
010-34-2078, ,S,1,0,11.49,11.49,0,0,11.49,0,0
010-34-2460, ,S,1,0,2.99,2.99,0,0,2.99,0,0
010-34-2518, ,S,1,0,5.99,5.99,0,0,5.99,0,0
010-34-2625,,SCANNED,1,0,10.49,10.49,0,0,10.49,0,0
010-34-2625, ,S,1,0,10.49,10.49,0,0,10.49,0,0
010-34-2625, ,S,1,0,10.49,10.49,0,0,10.49,0,0
010-34-2625, ,S,1,0,10.49,10.49,0,0,10.49,0,0
010-34-2625, ,S,1,0,9.69,9.69,0,0,9.69,0,0
010-34-3625, ,S,1,0,11.99,11.99,0,0,11.99,0,0
010-34-4083, ,S,1,0,10.79,10.79,0,0,10.79,0,0
010-34-4083, ,S,1,0,10.79,10.79,0,0,10.79,0,0
010-34-4433, ,S,1,0,10.49,10.49,0,0,10.49,0,0
010-34-4588, ,S,2,0,17.58,17.58,0,0,8.79,0,0
010-34-4588, ,S,2,0,17.98,17.98,0,0,8.99,0,0
010-34-4588, ,S,1,0,8.99,8.99,0,0,8.99,0,0
010-34-4767, ,S,1,0,10.79,10.79,0,0,10.79,0,0
010-34-5788,,SCANNED,1,0,15.99,15.99,0,0,15.99,0,0
010-34-6174, ,S,1,0,4.99,4.99,0,0,4.99,0,0
010-34-6206, ,S,1,0,6.99,6.99,0,0,6.99,0,0
010-34-6710, ,S,1,0,6.99,6.99,0,0,6.99,0,0
010-34-6710, ,S,1,0,6.99,6.99,0,0,6.99,0,0
010-34-7021, ,S,1,0,5.59,5.59,0,0,5.59,0,0
010-34-7021, ,S,1,0,5.59,5.59,0,0,5.59,0,0
010-34-7153, ,S,1,0,3.23,3.23,0,0,3.23,0,0
010-34-7344,,SCANNED,1,0,15.99,15.99,0,0,15.99,0,0
010-36-0131, ,S,1,0,6.69,6.69,0,0,6.69,0,0
010-36-0140, ,S,1,0,5.99,5.99,0,0,5.99,0,0
010-36-0244,,,1,0,10.99,10.99,0,0,-10.99,0,0
010-36-0244, ,S,1,0,10.99,10.99,0,0,10.99,0,0
010-36-0244, ,S,1,0,8.99,8.99,0,0,8.99,0,0
010-36-0303, ,S,1,0,7.99,7.99,0,0,7.99,0,0
010-36-0720, ,S,1,0,5.49,5.49,0,0,5.49,0,0
010-36-0747, ,S,1,0,11.49,11.49,0,0,11.49,0,0
010-36-0747, ,S,1,0,11.49,11.49,0,0,11.49,0,0
010-36-0747, ,S,1,0,11.49,11.49,0,0,11.49,0,0
